text,spam
"Subject: perfect visual solution for your business now  working on your company ' s image ? start with a  visual identity a key to the first good impression . we are here to  help you ! we ' ll take part in buildinq a positive visuai imaqe  of your company by creating an outstandinq ioqo , presentabie stationery  items and professional website . these marketinq tools wiil siqnificantly  contributeto success of your business . take a iook at our work samples , hot deai packages and  see what we have to offer . we work for you !  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
"Subject: find the lowest price for viagra online  big savings on brand name drugs .  duty is ours , results are god ' s .  ignorance of certain subjects is a great part of wisdom .  abundance of knowledge does not teach men to be wise .  life ? don ' t talk to me about life !",1
"Subject: phone service 2968 zuyw 7 - 202 ztvwo 499 - 20  hi :  have  you been paying too much for your home or  business long distance ?  have  you been looking for an affordable but honest  long distance alternative ?  we are offering  fiber optic long distance for  as low as $ 9 . 95 per month !  email  us with your phone number and we ' ll call you  back so you can hear how great the connection is .  six plans to choose from including a travel plan .  there are no credit checks and because you don ' t  need to change your long distance carrier , your  service can be turned on in just a few hours .  distributors needed !  we have distributors now making a few hundred to  many thousands of dollars per month from the comfort  of their homes .  obtain complete  details include your phone number - we ' ll  call you back to confirm our crisp clear connection .  to be removed : click here ",1
"Subject: energy finance conference presentations available  fyi :  you can now retrieve most all the speaker presentations of the 2001 energy  finance conference ( feb 22 - 23 ) from our website at  http : / / cefer . bus . utexas . edu , with the exception of presentations made by john  mccormack , peter nance , sailesh ramamurtie , and ehud ronn / anoop kapoor ,  which i hope to still receive .  sincerely ,  angela  * * * * * * * * * * * * * *  angela dorsey  assistant director  center for energy finance education & research  the university of texas at austin  department of finance , cba 6 . 222  austin , tx 78712  angela . dorsey @ bus . utexas . edu  * * * * * * * * * * * * * *",0
"Subject: maureen  norma ,  i talked to g . koepke , an associate reporting to maureen  she told me that things have significantly improved in recent weeks .  vince",0
"Subject: failure notice  hi . this is the qmail - send program at mx 3 . seanet . ro .  i ' m afraid i wasn ' t able to deliver your message to the following addresses .  this is a permanent error ; i ' ve given up . sorry it didn ' t work out .  :  sorry , no mailbox here by that name . ( # 5 . 1 . 1 )  - - - below this line is a copy of the message .  return - path :  received : ( qmail 31261 invoked from network ) ; 19 jul 2005 10 : 58 : 20 - 0000  received : from unknown ( helo nsl . seanet . ro ) ( 192 . 168 . 136 . 2 )  by 0 with smtp ; 19 jul 2005 10 : 58 : 19 - 0000  received : ( qmail 3573 invoked from network ) ; 19 jul 2005 10 : 58 : 19 - 0000  received : from unknown ( helo mailwisconsin . com ) ( 211 . 245 . 27 . 66 )  by nsl . seanet . ro with smtp ; 19 jul 2005 10 : 58 : 18 - 0000  received : from 205 . 214 . 42 . 66  ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;  by mailwisconsin . com with http id j 87 gzo 38191017 ;  tue , 19 jul 2005 10 : 57 : 46 + 0000  message - id :  date : tue , 19 jul 2005 10 : 57 : 46 + 0000  subject : just to her . . .  from : "" barry castillo ""  to : distmetkarmetkar @ seanet . ro  user - agent : squirrelmail / 1 . 4 . 3 a  x - mailer : squirrelmail / 1 . 4 . 3 a  mime - version : 1 . 0  content - type : text / html ; charset = iso - 8859 - 1  content - transfer - encoding : 8 bit  x - priority : 3 ( normal )  importance : normal  soft viagra at $ 1 . 62 per dose  ready to boost your sex life ? positive ?  time to do it right now !  order soft viagra at incredibly low prices  startinq at $ 1 . 99 per dose ! unbelivable !",1
"Subject: white marker board wall for eb 19 c 2  good morning all :  i don ' t know where this request should go , would you please direct me in  the right direction ?  conference room eb 19 cl has one whole wall that is a white marker board .  we would like to see about having a wall like this installed in 19 c 2 . please  let me know the costs and time involved . vince kaminski has approved .  thanks and have a great day !  shirley  3 - 5290",0
"Subject: free hgh - look 10 years younger in 3 weeks ! ! ! hmuprzd  free 30 day supply of hgh 1000 :  look younger and lose weight in 3 weeks ! ! ! !  as seen on nbc , cbs , cnn , and oprah ! the health discovery  that actually reverses aging while burning fat , without  dieting or exercise ! this proven discovery has been reported  on by the new england journal of medicine . forget aging and  dieting forever ! and it ' s guaranteed !  would you like to lose weight while you sleep ?  no dieting !  no hunger pains !  no cravings !  no strenuous exercise !  change your life forever !  100 % guaranteed  aol users click  here  to be removed , reply to this email with remove in the subject line .",1
Subject: re : re : workshop  this is great news for me and even more so  for icbi ( or the other way around . . ) .  could you call me today before 11 . 30 p . m  paris time or to - morrow between 3 and 5 . 30 p . m  paris time ? i think i do not have the right numbers  for you any more  helyette,0
"Subject: look what sandy is doing in her dorm ! !  this week : sydney bares all in the park !  join her in our live teen chat !  watch as sandy strips naked in her dorm !  best of all , see it  all 4 free !  don ' t miss out !  watch in awe as stacey suck - starts ken !  and our bonus :  pam & tommy uncut !  penthouse forum stories !  jenna jamieson in jennamaxx ! !  get in here for free now ! ",1
